Folder_Number,Image_Links,Headline,Article_Text,Published_Date,Publishing_Agency_Name,Author_Names,Keywords_Tags,Related_Article_Links,Sentiment,Tone,Narrative
S05,"['https://drive.google.com/file/d/1hHTKHC73EiNB9YV21JeJGWJsyldB-obx/view?usp=drivesdk', 'https://drive.google.com/file/d/14pnODTGrGWaiZevebhGgHuRbzjH2bKJD/view?usp=drivesdk', 'https://drive.google.com/file/d/1wCI6yAUKfNNv-Unl1YNdT-H7U8ZsoAir/view?usp=drivesdk', 'https://drive.google.com/file/d/1MXJq3OQaMqc1d98vZI695q-20pAo_O7Y/view?usp=drivesdk', 'https://drive.google.com/file/d/1b3rt7INv04TI07-MKL6TxB4WsOL-230X/view?usp=drivesdk', 'https://drive.google.com/file/d/1CImJcV_r00vR-ikCarl2LUkK8ntbbzWU/view?usp=drivesdk', 'https://drive.google.com/file/d/1EwCU9UhjczZpJBZ8BiPrCJmcYGf5rOVB/view?usp=drivesdk', 'https://drive.google.com/file/d/1ZA3l7UMo2LQv78xI-c66thH8QnoV0cNi/view?usp=drivesdk', 'https://drive.google.com/file/d/10f-32HmDk38zlonwXYl8HhCuhR2PhuaA/view?usp=drivesdk']","The illegal financing of the PSOE in Ceuta implicates Zapatero with a feast for 40,000 euros","The scandal of illegal financing associated with the PSOE party is gaining traction as it has now implicated former Prime Minister José Luis Rodríguez Zapatero. Reports reveal that a lavish meal was held costing 40,000 euros, raising questions about legitimacy and misuse of public funds. This controversy highlights ongoing issues of transparency and accountability within political parties in Spain.",07-06-2024,Periodista Digital,['Juan Velarde'],"['PSOE', 'Zapatero', 'Illegal Financing', 'Political Scandal', 'Spain']","['The manipulation of Pedro Sánchez by Silvia Intxaurrondo', 'Soto Ivars and Toni Cantó at the ‘Semana Santa’ spectacle of Sánchez']",Negative,Critical,"The article conveys a critical stance towards the PSOE party, highlighting issues of financial misconduct and lack of accountability, suggesting a need for increased scrutiny of political financing in Spain."
S25,"['https://drive.google.com/file/d/1pZ84X7x_lOogFS05sS67OhF-2Yt6IXnC/view?usp=drivesdk', 'https://drive.google.com/file/d/1aNdO2GHh7EJ5MG8us_0yGRXu1kG9kP7m/view?usp=drivesdk', 'https://drive.google.com/file/d/1DyY2EOxqoTcs9QPGJtjC7WE6f-8SX03M/view?usp=drivesdk', 'https://drive.google.com/file/d/1QFRNUMNsGmISOLQiOCJkY2qeCSoHU39B/view?usp=drivesdk', 'https://drive.google.com/file/d/16kmq72dYfXby9BlUh4j9CDEISnbc4WBd/view?usp=drivesdk', 'https://drive.google.com/file/d/13crd_5PF4V0xLFPC4W32uMpu75arrnZP/view?usp=drivesdk', 'https://drive.google.com/file/d/1o8XCZoMTHmRa6o-reN85fst5o_7rPOr4/view?usp=drivesdk']",Los Premios de la Comunicación se consolidan como un referente dentro del sector,Dircomfidential celebró ayer la quinta edición de los Premios de la Comunicación reuniendo a más de 200 profesionales.,07-06-2024,El Toro TV,['Dircomfidential'],"['Premios', 'Comunicación', 'Dircomfidential']","['Elections Catalan', 'Alianza Catalana, el Salvador Illa gana las elecciones y podría gobernar con un tripartito']",Positive,Celebratory,"The article promotes the significance of communication awards, highlighting their growth and establishment as a crucial aspect of the communication industry in Spain."
G14,"['https://drive.google.com/file/d/14477GukDP-2sET_MEtJnsNzul2HzkwKm/view?usp=drivesdk', 'https://drive.google.com/file/d/1iLJ-72QcTCzlZ12mRP3mKzrrNXoUvyZ3/view?usp=drivesdk', 'https://drive.google.com/file/d/1uV3iIAlTAakBbbLeTaWLCHwhlqblwvar/view?usp=drivesdk', 'https://drive.google.com/file/d/1BBEfQG8RErz5fV4vuDWgzGps2ORhSjBn/view?usp=drivesdk', 'https://drive.google.com/file/d/1G2rUzWuwMvoZ0hLUlJNzy-JIlv-E83Wk/view?usp=drivesdk', 'https://drive.google.com/file/d/18-XOdnuVDDA6uMz5USl88MiUBGAVidGK/view?usp=drivesdk', 'https://drive.google.com/file/d/1wFMKBa9tyBeQf-YsnqXP0rMNFNzEjAdM/view?usp=drivesdk', 'https://drive.google.com/file/d/18mj0-IjoOaQlxpUN9dqiWyBes0zQ5GC3/view?usp=drivesdk', 'https://drive.google.com/file/d/1_W5ZSfdFKJc3KbpVY3fehWd6rd5-Nvhi/view?usp=drivesdk', 'https://drive.google.com/file/d/1oovf1ZzYoIXdenprlZ9bM3Ir8PuQjFHv/view?usp=drivesdk']",Feiger Brandanschlag auf die AfD: Transporter in Brand gesetzt,"In einem mutmaßlichen Anschlag auf die Partei Alternative für Deutschland (AfD) wurde ein Transporter in Pankow in Brand gesteckt. Erste Ermittlungen deuten darauf hin, dass es sich um einen gezielten Anschlag handelt. Hinweise auf Tatverdächtige liegen noch nicht vor, die Polizei hat die Ermittlungen aufgenommen.",07-06-2024,DIE FREIE WELT,['Redaktion (eike)'],"['AfD', 'Brandanschlag', 'Pankow', 'Politik', 'Deutschland']","['Politische Gewalt kommt von Links: SPD-Politiker ruft zur Gewalt gegen AfD auf!', 'Sicherheit: Ampelkoalition hat versagt | FW-Wochen-Revue']",Negative,Alarmist,"The article reflects a strong opposition to political violence targeting the AfD, highlighting concerns about safety and political actions within Germany."
S12,"['https://drive.google.com/file/d/1uql4k2FhUttpCaP6zz2yFsHHodspQchI/view?usp=drivesdk', 'https://drive.google.com/file/d/1x6UlFHSaurhJ_fGMLwTZkw9eY5duXnqk/view?usp=drivesdk', 'https://drive.google.com/file/d/1kfNZhnyWlLz798SPEiJb1sExc9E2o4BD/view?usp=drivesdk', 'https://drive.google.com/file/d/16oZiUeS2jO_5Uftil98howxl0trXFdYo/view?usp=drivesdk', 'https://drive.google.com/file/d/1xvD-JYPnyr1QZltWt-A7JP6pwhg5f5Rq/view?usp=drivesdk', 'https://drive.google.com/file/d/1fOZXrAAoc9FHl_fPMBRDO-3eDkJ2vFP3/view?usp=drivesdk', 'https://drive.google.com/file/d/1OjSAqQhEpdXyHqQcmGTz9g7W6fA1qa1w/view?usp=drivesdk', 'https://drive.google.com/file/d/1MhmWtbvpH8myE_QzsLszf0dzY6e7LnzP/view?usp=drivesdk', 'https://drive.google.com/file/d/1e0w6kpbXV5wikeB3I2SOZ5DwHjdWSmGf/view?usp=drivesdk', 'https://drive.google.com/file/d/1NAzddU-hXx-b-Np1X7gGVdcxWwrZrk1I/view?usp=drivesdk', 'https://drive.google.com/file/d/1lVBhpYdsLMCtGrNlNmimrXiQHTYGQVsf/view?usp=drivesdk', 'https://drive.google.com/file/d/1Yj80T9DEBlVvi3Ii0EoaX2ehtCZe6VWM/view?usp=drivesdk']",Exclusive: A judge opens investigations into Sánchez's brother for embezzlement,"A judge has opened a case against the brother of Sánchez for embezzlement, as revealed exclusively by our sources.",07-06-2024,El Debate,"['Alejandro Entrambasaguas', 'Bieto Rubido']","['Sánchez', 'investigation', 'embezzlement', 'Spain']","[""Judge investigates Sánchez's brother: full story"", 'Political implications of the Sánchez case', 'Public reactions to the investigation']",Negative,Critical,"The article conveys a critical stance towards political leaders in Spain, particularly regarding corruption and accountability, emphasizing the need for transparency in governance."
G37,"['https://drive.google.com/file/d/1iXN1q7_nsOuxb4vzrKIuW7qBcRZPdYiG/view?usp=drivesdk', 'https://drive.google.com/file/d/1AuW6lVvor6MtUIXgJ22dpc7k9_CNoycI/view?usp=drivesdk', 'https://drive.google.com/file/d/16TU77k0YvJ_DMr0e6qUVAVZTO2TVBvAZ/view?usp=drivesdk', 'https://drive.google.com/file/d/1TCf3Ysr4mvqqD92tP4tacwUN4wKpSvxN/view?usp=drivesdk', 'https://drive.google.com/file/d/1ulXOloYVyZVV3v2BIrDCV9An18SB9O4N/view?usp=drivesdk', 'https://drive.google.com/file/d/1SzYXedbnWoPDOiVrZmhtLp7q2t2fNHQh/view?usp=drivesdk', 'https://drive.google.com/file/d/1i2bNfODXzJ-9XBAVDDlafxhI5Ii8Hx-u/view?usp=drivesdk', 'https://drive.google.com/file/d/10ZQ-v-294bu_P8zhBvDi2LbVMZkRDvMl/view?usp=drivesdk', 'https://drive.google.com/file/d/19YfrRxeN6DKY-aI3muSYzDPBC_nvPL8i/view?usp=drivesdk', 'https://drive.google.com/file/d/1A0-g43NVlrCPZjGIygp2pOkywxS_CcNE/view?usp=drivesdk', 'https://drive.google.com/file/d/1vx8SscZN4UGEaN-lB_5cubKGt3mqQzk1/view?usp=drivesdk', 'https://drive.google.com/file/d/1RZppLS4mMrxa-PjNO3hFg36XRKjshObP/view?usp=drivesdk', 'https://drive.google.com/file/d/1aOWD48iqTKSJx5quJm3DhGOfi3EJFSkU/view?usp=drivesdk', 'https://drive.google.com/file/d/1fcF94Bd0hsoS_DpbLFjZWpCIrDKGEt2H/view?usp=drivesdk', 'https://drive.google.com/file/d/14wjc0jpI6iSkd41kDxH-9RhuNkk2Ig_P/view?usp=drivesdk', 'https://drive.google.com/file/d/1gHF-ZIjsne1BDNBCUB1wRpo8Yn4T_xhD/view?usp=drivesdk', 'https://drive.google.com/file/d/1RCUKSaFDgh9fQ6tHmQRgSdwgkrGkPMpy/view?usp=drivesdk', 'https://drive.google.com/file/d/1YgdUcu30tjXbdAc9S5S8poV-LYEdwtk4/view?usp=drivesdk']",Flood Drama Surrounding Oil Millionaire,"In recent news, an incident involving a prominent oil millionaire has captured attention. It all unfolded when emergency services were alerted to dangerous conditions emerging in several regions due to heavy rainfall. As authorities monitor the situation closely, many residents are left worried about potential flooding and its implications for property and safety.",27-06-2023,OE24,['Not specified'],"['flood', 'oil millionaire', 'emergency services', 'news', 'Austria']","['Flooding incidents', 'Emergency response updates']",Negative,Alarmist,The article emphasizes the dangers associated with severe weather events and highlights the vulnerability of high-profile individuals in emergency situations.
G38,"['https://drive.google.com/file/d/1f1AN9lkDdpJo7ry3kwu4UtJ8RlyTIUaJ/view?usp=drivesdk', 'https://drive.google.com/file/d/1KuwTiHKdEYjsa-rBa3thggM-znZ8lVdD/view?usp=drivesdk', 'https://drive.google.com/file/d/1McYZ5mObV2ckN0XrpDjz9_6r2KTrueil/view?usp=drivesdk', 'https://drive.google.com/file/d/1omgEDYlCxQibdXlNM7cRvhpkwDSDlChm/view?usp=drivesdk', 'https://drive.google.com/file/d/1kQxQyfiPOlvFT08hrmMaDNg4gcERZvun/view?usp=drivesdk', 'https://drive.google.com/file/d/1BHpuvFkR55HJ2WqlIftagNa7JDLlf-m1/view?usp=drivesdk', 'https://drive.google.com/file/d/1UfBdUk5ojBcCvP20QjeNxoXKd-x-57DO/view?usp=drivesdk', 'https://drive.google.com/file/d/1SzxfWxYHi4AclPU9_LzcwXZPvNk09Ejg/view?usp=drivesdk', 'https://drive.google.com/file/d/1QJnoiu7ZQ0pSIJBpfj4tughmId-soz6z/view?usp=drivesdk', 'https://drive.google.com/file/d/1WzZ8L1OXC-ZKSMwpOhXwTor1tfUu6JH-/view?usp=drivesdk', 'https://drive.google.com/file/d/1E0y_Z4Vn68dj6As0BuhrbYlIcUv9MAna/view?usp=drivesdk', 'https://drive.google.com/file/d/11pRR0Egp3T5TC5MzanqeIxp-SZHnplwi/view?usp=drivesdk', 'https://drive.google.com/file/d/14rGfbGmM6zrIvNAeQJcfKjpclK47_DB-/view?usp=drivesdk', 'https://drive.google.com/file/d/1De7iYu5GB-c97m8Bfg3mJ4Jv6w3uTnLZ/view?usp=drivesdk', 'https://drive.google.com/file/d/176GJStUxiJdJemnNKg3XXTcvjIPJuduk/view?usp=drivesdk', 'https://drive.google.com/file/d/1iCh2xGqmSC12DuUxCOd7EmmIzubXbMrM/view?usp=drivesdk', 'https://drive.google.com/file/d/1jok1xKdnrw9LcFQQgXXGZ-fq0ljcjOkc/view?usp=drivesdk', 'https://drive.google.com/file/d/1vibVq1F79p54JJDPKQzFk5HsvIM6J_eh/view?usp=drivesdk']",Gamer gehen Nvidia am Popo vorbei,"Die ComputeX hat allzu deutlich gemacht, wie wenig sich Nvidia für GeForce interessiert. Dahinter steht wirtschaftlicher Zwang.",07-06-2024,heise online,[],"['ComputeX', 'Nvidia', 'GeForce', 'Gaming']",[],Negative,Critical,"The article conveys a critical stance towards Nvidia, suggesting that the company is neglecting its gaming division due to economic pressures."
S20,"['https://drive.google.com/file/d/1byIyk_tLz5WMR9-9kfH7xW1UL8Jndwk2/view?usp=drivesdk', 'https://drive.google.com/file/d/182FdRI5SpitqXyrAwJL1A5uZ5azC9nbc/view?usp=drivesdk', 'https://drive.google.com/file/d/1J5ebsC9q4ptH8OttsuRcNYLTftrYp4jg/view?usp=drivesdk', 'https://drive.google.com/file/d/1KcbZq1701ucYch3M5iZu2XLVuHtB6pxH/view?usp=drivesdk']",THE WAR OF SATELLITES: A CHALLENGE FOR THE MULTIPOLAR WORLD,"The satellites are becoming the new frontier of geopolitics in the multipolar world we are entering. Nations are now focusing on their defense systems in space, making it essential to reassess strategies and alliances. The increasing capabilities in space technology are not just a matter of prestige but a necessity to ensure national security in an era where space becomes a critical battlefield.",07-06-2024,Info Hispania,['Matteo Castagna'],"['satellites', 'geopolitics', 'national security', 'multipolar world', 'space technology']","['The Role of Satellites in Modern Warfare', 'Geopolitical Strategies in Space: An Analysis', 'Understanding the New Space Race']",Neutral,Informative,"The article conveys a perspective on the increasing importance of satellite technology in global geopolitics, emphasizing the need for nations to reassess their strategies and alliances in a changing multipolar world."
G47,"['https://drive.google.com/file/d/1NC8_G95QMR6cd9P-qcF_sz_6POGehwgN/view?usp=drivesdk', 'https://drive.google.com/file/d/1iDpyiX3ZRzGEnaVR-2jDA5JhwMVNQB_U/view?usp=drivesdk', 'https://drive.google.com/file/d/1VzduwyiBkHbcyZPK2vXbyMchftcj1KDG/view?usp=drivesdk', 'https://drive.google.com/file/d/1hafRt1Y1z1EGsiHhoyIZqs6XEAzCiy46/view?usp=drivesdk', 'https://drive.google.com/file/d/1MiFB6-vrdxcDyMXHfZhry4nGfw0laGKA/view?usp=drivesdk', 'https://drive.google.com/file/d/1ygS6qDWSfTVjZ6cCmiPoD1mugGa9idRl/view?usp=drivesdk', 'https://drive.google.com/file/d/1LDDWmNceka1gBWzTziezq2TD_-UKgn0J/view?usp=drivesdk', 'https://drive.google.com/file/d/1J3A0g2S_bzgTwgC5ZGxL454gMG4rfshS/view?usp=drivesdk', 'https://drive.google.com/file/d/1A9__R9Aq4ujgmojdWssbadhYHUDN4z20/view?usp=drivesdk', 'https://drive.google.com/file/d/1ElqwXiwkGBaYetWgRdhbY6XfnvhJGzcQ/view?usp=drivesdk', 'https://drive.google.com/file/d/1htQg2dlElOOsNa-YZgBObzOlWPvMsTMp/view?usp=drivesdk', 'https://drive.google.com/file/d/112hybc74xC6U8_1ZMgDoeVREZndCwg4Y/view?usp=drivesdk']",Wahlumfrage: Grüne werden stark verlieren,In einer Umfrage kurz vor der Europawahl am Sonntag verlieren die Grünen und stehen nur noch auf 14 Prozent.,07-06-2024,Achgut.com,['News-Redaktion'],"['Europawahl', 'Umfrage', 'Grüne', 'Politik']","['Klein kritisiert Amtsverbleib von Berliner TU-Präsidentin', 'Durchsicht: Olaf und die Sicherheit']",Negative,Descriptive,"The article conveys a negative outlook on the Greens' performance in the upcoming European elections, indicating a significant decline in support."
S21,"['https://drive.google.com/file/d/1efiD4v2w1F8aE8Wr0tRb9TVwEGDmQtuX/view?usp=drivesdk', 'https://drive.google.com/file/d/1t3dbSQg1ZBGV5vv_PTtnCCfhrDKtMCvc/view?usp=drivesdk', 'https://drive.google.com/file/d/1R80Gyz0zhvqDVRdnLmiInn-xTbwBBXBM/view?usp=drivesdk', 'https://drive.google.com/file/d/1Vc2TRxCPqCMb7TQ1cdzRRuP1KVudzJ31/view?usp=drivesdk']",Ana Botín tiene un problema: el Santander vale más por partes que en su conjunto,"Muchos negocios del Santander funcionan bien, por ejemplo, allí donde operan como financiera pero ""esto parece, el Ejército de Pancho Villa"". Además, la excesiva rotación de cargos directivos no ayuda.",07-06-2024,Hispanidad,['Eulogio López'],"['Ana Botín', 'Santander', 'Economía', 'Banca']",[],Negative,Critical,"The article expresses concerns about the Santander bank's performance and management, suggesting that it is worth more in pieces than as a whole, indicating potential issues within the organization."
S23,"['https://drive.google.com/file/d/1VJ6FQgyslBr9PvJl7I8tNrDHQDWzadZh/view?usp=drivesdk', 'https://drive.google.com/file/d/1L4NxVOIe-cf66-I4GXBAU4vC2hdr5ajz/view?usp=drivesdk', 'https://drive.google.com/file/d/1K9WdumfVHHvDac5O0bntctttdVk3B3cN/view?usp=drivesdk', 'https://drive.google.com/file/d/1rrMreQYb_N_ev4jFUKzav1YJ09A4KImP/view?usp=drivesdk', 'https://drive.google.com/file/d/1hIniETzQ0uhKJxHkfKe0ZWuwIljho7Ek/view?usp=drivesdk', 'https://drive.google.com/file/d/1hg-VuXk3kKa6wggtiIUXVaX43Uq3GXbd/view?usp=drivesdk', 'https://drive.google.com/file/d/1Z7wfj8rxi1Gun4jDLgdG-tUqQOm1ln9M/view?usp=drivesdk', 'https://drive.google.com/file/d/1rhk39OuChCN0_kQbvlH5NfuZAzj0GmYP/view?usp=drivesdk', 'https://drive.google.com/file/d/14MoAcqX3czJBH3IOnKxRGVwl-hLn7_qc/view?usp=drivesdk', 'https://drive.google.com/file/d/1nl0EKCCZTayGQ-2mYS5SsE1BvyDq1ruI/view?usp=drivesdk', 'https://drive.google.com/file/d/1HGdP5nPDFDL0RPaBaiignce9hpfb-MJQ/view?usp=drivesdk', 'https://drive.google.com/file/d/1nRmGN_iPqpqfeAfCUsRP5SgJhCoHzVbR/view?usp=drivesdk']",Constatan comunicación extrasensorial prenatal,"Ongoing research has demonstrated that prenatal communication is possible, revealing significant insights into early human development. This phenomenon challenges previous understandings of how fetuses interact with their environment and opens new avenues for exploring cognitive developments prior to birth.",01-10-2023,Espacio Misterio,['Josep Guijarro'],"['prenatal communication', 'extrasensory perception', 'human development', 'cognitive science']","[""Inminente 'revelación catastrófica' sobre UAPs"", 'El SETI se comunica con una inteligencia no humana']",Positive,Informative,"The article promotes a positive understanding of prenatal development, suggesting there are unknown cognitive abilities that continue to be uncovered, emphasizing the significance of early life experiences."
S08,"['https://drive.google.com/file/d/1q5ZK0Dku5VtuYt_pmS8bKct1Ek1ehGJ9/view?usp=drivesdk', 'https://drive.google.com/file/d/1bbOyV0J47v_-EHCjddalWuGrSjjcP8Vd/view?usp=drivesdk', 'https://drive.google.com/file/d/1u1JQlJpdzavEYfi_eRQmRyz8qn1L0mt0/view?usp=drivesdk', 'https://drive.google.com/file/d/1Mpf4FDSqRVMqluNsIOR3SAMUP6JJj3Jl/view?usp=drivesdk', 'https://drive.google.com/file/d/1ycIpbQguQtGb2u3UDe_OO17BE0tJEHBw/view?usp=drivesdk', 'https://drive.google.com/file/d/1APqJzgYxPWF-O3AVX0cEpNDDGeW35k6B/view?usp=drivesdk', 'https://drive.google.com/file/d/1Gj-A4BUYzC9q2yvlSbxn9pyfNS_lCa6B/view?usp=drivesdk', 'https://drive.google.com/file/d/1V1HwPuKU9A-oxXltEhpVuvGvm_TUoclC/view?usp=drivesdk']",Isabel Pantoja la vuelve a liar: su feo a Mariló tras la noticia de su distanciamiento,,,Don Diario,['LAURA R. PATERMANN'],[],[],,,
