Folder_Number,Image_Link,Ad_Name,Product,Company,Ad_Description,Ad_Placement
S12,https://drive.google.com/file/d/171DljCdcxsDM3ns4bWdUGxxBX6vdYRU3/view?usp=drivesdk,TENA Men,Men's incontinence products,TENA,Control incontinence with TENA Men. Request your sample and try the security...,"Top right section, inline advertisement"
S12,https://drive.google.com/file/d/1aLd4nzjhdr8Fg_zPm75S_fkdoKw29Rjj/view?usp=drivesdk,Sorolla - Barcelona,Cultural Exhibit,Sorolla,"In Barcelona, the art of Sorolla flourishes as a garden in its centenary.",Sidebar
S12,https://drive.google.com/file/d/1NcWf0UcfhbSKrWNV9Hn7yoZLiK-Ckm7c/view?usp=drivesdk,Advertisement served by Google,Google Ads,Google,"This space is typically filled with advertisements relevant to the content of the website, served by Google.",Sidebar
S12,https://drive.google.com/file/d/13O1RdtyfpOEPHzrIgTNVQ5rvroWIeI3K/view?usp=drivesdk,Sorolla - Barcelona,Art Exhibition,Sorolla Expo Barcelona,"In Barcelona, Sorolla's art flourishes like a garden in its centenary.",center section
S12,https://drive.google.com/file/d/1nIKthTsPhwiwbqB_JIKF-SmB9Z2WxPU8/view?usp=drivesdk,Health and Wellness,Health Information,El Debate,Learn about multiple sclerosis and how it affects individuals.,Bottom Section
S12,https://drive.google.com/file/d/1nIKthTsPhwiwbqB_JIKF-SmB9Z2WxPU8/view?usp=drivesdk,Orange Peel Benefits,Natural Remedies,El Debate,Discover how orange peels could hold the key to better health.,Bottom Section
S12,https://drive.google.com/file/d/1nIKthTsPhwiwbqB_JIKF-SmB9Z2WxPU8/view?usp=drivesdk,Milk Consumption,Nutrition,El Debate,Is whole milk now making a comeback in your diet? Find out why.,Bottom Section
S12,https://drive.google.com/file/d/1nIKthTsPhwiwbqB_JIKF-SmB9Z2WxPU8/view?usp=drivesdk,Salmon or Sardines,Omega-3 Foods,El Debate,Explore the benefits of salmon and sardines as omega-3 food sources.,Bottom Section
S05,https://drive.google.com/file/d/1iaLvhA2BPO2kjiFbEwj7bNzu3B9Ym2Gm/view?usp=drivesdk,¡Te llevamos a París!,P&G products,P&G,Buy 2 P&G products and enter the raffle for 2 tickets to the Paris 2024 Olympic Games.,Sidebar (left side)
S05,https://drive.google.com/file/d/1iaLvhA2BPO2kjiFbEwj7bNzu3B9Ym2Gm/view?usp=drivesdk,Sistemas solares en cubiertas,Solar systems,La Escandella,Experts in the manufacture of ceramic tiles. Contact us now.,Sidebar (right side)
S05,https://drive.google.com/file/d/18ppsQKiKen-4EcxrYsVjUK5hzlXZcqJk/view?usp=drivesdk,Google Ads,,Google,Interactive ad with feedback option about the advertisement's relevance,Sidebar (left and right sides)
S05,https://drive.google.com/file/d/1KTWirqCDf7mxHRXNseGvfrnhV9nzm2vC/view?usp=drivesdk,LightInTheBox,Fashion Dresses,LightInTheBox,Up to 70% off on women's dresses.,Left sidebar
S05,https://drive.google.com/file/d/1KTWirqCDf7mxHRXNseGvfrnhV9nzm2vC/view?usp=drivesdk,Shorts Promotion,Men's Cargo Shorts,H&M,Men’s cargo shorts available in multiple styles.,Right sidebar
S05,https://drive.google.com/file/d/1KTWirqCDf7mxHRXNseGvfrnhV9nzm2vC/view?usp=drivesdk,Beauty Promotion,Personal Care Products,P&G,Buy 2 P&G products and enter for a chance to win tickets to the Paris 2024 Olympics.,Right sidebar
S05,https://drive.google.com/file/d/1eoUEn9yAJ_U56mJi9bsQRz3cfb3sYUUo/view?usp=drivesdk,LightInTheBox,Clothing,LightInTheBox,Up to 70% off on clothing items.,Left sidebar
S05,https://drive.google.com/file/d/1eoUEn9yAJ_U56mJi9bsQRz3cfb3sYUUo/view?usp=drivesdk,LightInTheBox,Clothing,LightInTheBox,Up to 70% off on clothing items.,Right sidebar
S05,https://drive.google.com/file/d/1padIKS4ixO5NeEVmtrrnJ70YDohX1GRp/view?usp=drivesdk,LightInTheBox,Fashion and Apparel,LightInTheBox,"Shop women's dresses, featuring a stylish black dress with a belt.",Left sidebar
S05,https://drive.google.com/file/d/1padIKS4ixO5NeEVmtrrnJ70YDohX1GRp/view?usp=drivesdk,HuusK,Kitchenware,HuusK,Offering uniquely designed kitchen knives for cooking enthusiasts.,Right sidebar
S05,https://drive.google.com/file/d/1padIKS4ixO5NeEVmtrrnJ70YDohX1GRp/view?usp=drivesdk,Michelin,Tires,Michelin,"Introducing the Michelin CrossClimate2, a versatile tire option.",Bottom Section
S05,https://drive.google.com/file/d/1OpBg8NCuRQdkMeaA4WXPRZRfh4S0dTAp/view?usp=drivesdk,LightInTheBox,Fashion Clothing,LightInTheBox,Up to 70% off on selected clothing items.,sidebar
S05,https://drive.google.com/file/d/1F8Dpckrjvniak2iy7PL7D518DyqVuc-5/view?usp=drivesdk,Light In The Box,Fashion and Household Items,Light In The Box,"Shop for various products including clothing and household items, with discounts of up to 70% off.","Sidebar, left"
S05,https://drive.google.com/file/d/1F8Dpckrjvniak2iy7PL7D518DyqVuc-5/view?usp=drivesdk,Liquidation of local stock,Kitchen Appliances,Huusk,"Promoting the sale of kitchen knives, encouraging ease in cutting without effort.","Inline, center"
S05,https://drive.google.com/file/d/1pjkVbExQB4irosyqyMEkasjjtTAOwzg7/view?usp=drivesdk,LightInTheBox,Fashion and Home Goods,LightInTheBox,Shop fashion and home goods with discounts up to 70% off.,Sidebar
S05,https://drive.google.com/file/d/1Q-SQpqER5y2a3r41yHgiGl9tjTv55ZFk/view?usp=drivesdk,,,,A legal service and consulting firm,top section/badge on the right
S05,https://drive.google.com/file/d/1Q-SQpqER5y2a3r41yHgiGl9tjTv55ZFk/view?usp=drivesdk,Michelin CrossClimate 2,Tires,Michelin,Trust the tires for all season that save you time and money.,sidebar
S08,https://drive.google.com/file/d/11DyJuIq9TAN624JVoixIWRWwUie9Gy42/view?usp=drivesdk,Badalona,,,"Open from 9:30 to 21:00 at Avinguda de la Comunitat Europea, 7, Badalona",Bottom section
S08,https://drive.google.com/file/d/1HAheB9GUpGVluLG0K6cHEtxHPbv6h8Ds/view?usp=drivesdk,Cooking Egg Timer,Egg cooking timer,Temu,A gadget for cooking eggs to perfection.,Inline advertisement below the article
S08,https://drive.google.com/file/d/1HAheB9GUpGVluLG0K6cHEtxHPbv6h8Ds/view?usp=drivesdk,Decoration Bricks,Wall decoration bricks,Temu,Stylish bricks to enhance wall aesthetics.,Inline advertisement below the article
S08,https://drive.google.com/file/d/1HAheB9GUpGVluLG0K6cHEtxHPbv6h8Ds/view?usp=drivesdk,Multi-functional Tool,Versatile tool for various uses,Temu,A handy tool for different applications.,Inline advertisement below the article
S08,https://drive.google.com/file/d/1HAheB9GUpGVluLG0K6cHEtxHPbv6h8Ds/view?usp=drivesdk,Decorative Christmas Trees,Christmas tree decorations,Temu,Small decorative trees for Christmas.,Inline advertisement below the article
S08,https://drive.google.com/file/d/1HAheB9GUpGVluLG0K6cHEtxHPbv6h8Ds/view?usp=drivesdk,Internet Service Offer,Internet subscription service,Movistar Plus,Offers internet connection plans starting at 14€/month.,Bottom advertisement section
S08,https://drive.google.com/file/d/1FTRmDI9ptq70x83cROX71TR1uaRUI6OP/view?usp=drivesdk,Movistar+ Offer,Internet subscription,Movistar,Subscribe to Movistar+ for 14€ per month with internet options.,bottom section
S08,https://drive.google.com/file/d/1W2mmAQMNID74LiJ-NiGQxaKaxHVU9W_A/view?usp=drivesdk,,Egg Cooker,Temu,Price drop alert for an innovative egg cooker.,sidebar
S08,https://drive.google.com/file/d/1W2mmAQMNID74LiJ-NiGQxaKaxHVU9W_A/view?usp=drivesdk,,Drilling Bits Set,,Various types of drilling bits for different applications.,inline
S08,https://drive.google.com/file/d/1W2mmAQMNID74LiJ-NiGQxaKaxHVU9W_A/view?usp=drivesdk,,Online Team Management Tool,monday.com,A tool that helps teams manage projects more efficiently.,bottom
S08,https://drive.google.com/file/d/1PH0zLrc70_Kx9E3KeB6AzPudG6_W4eWM/view?usp=drivesdk,Your team deserves better,Team projects,,An advertisement promoting efficient team project management solutions.,bottom section
S08,https://drive.google.com/file/d/1PH0zLrc70_Kx9E3KeB6AzPudG6_W4eWM/view?usp=drivesdk,,,,Google advertisement placeholder showing ads options and feedback link.,middle section - Google ad
S08,https://drive.google.com/file/d/1_W60eODH7x17Bb43ptqNVV9lXL1H6obJ/view?usp=drivesdk,Cargo Shorts,Men's Cargo Shorts,Not specified,"Stylish and practical cargo shorts for men, perfect for various activities.",right sidebar
S08,https://drive.google.com/file/d/1htU13Xx7lQydtAiFdiV9WLIqGpUvulRX/view?usp=drivesdk,Your team deserves better,Project Management Tools,Unknown,Promotional content for project management services.,Bottom section
S23,https://drive.google.com/file/d/1wcA8Xtm6x47MA838HPTSoGil_WEm5Uie/view?usp=drivesdk,Sorolla - Barcelona,Expo Event,Sorolla Expo Barcelona,"In Barcelona, the art of Sorolla flourishes like a garden in its centenary",Top section before the headline
S23,https://drive.google.com/file/d/1_RW1Vqqx0kEvuge1v7FeAO-e_xGq0TtA/view?usp=drivesdk,The Driver Era x Girlfriend Tour,Concert Tour,The Driver Era,Promoting a concert featuring The Driver Era with special guests.,Right sidebar
S23,https://drive.google.com/file/d/1_RW1Vqqx0kEvuge1v7FeAO-e_xGq0TtA/view?usp=drivesdk,Adobe Creative Cloud,Creative Cloud Subscription,Adobe,Discount offer on Adobe Creative Cloud subscription.,Bottom section
S23,https://drive.google.com/file/d/1j_oCZY6JYxCstiVb25pm44zACbPB9Ner/view?usp=drivesdk,,,,Advertisement served by Google,Bottom section of the page
S23,https://drive.google.com/file/d/1j_oCZY6JYxCstiVb25pm44zACbPB9Ner/view?usp=drivesdk,,,,Advertisement served by Google,Sidebar
S23,https://drive.google.com/file/d/1qqVVlqMsKdO55A4MfThVFDiJQ5FhySf5/view?usp=drivesdk,The Driver Era X Girlfriend Tour,Concert Tickets,The Driver Era,Advertisement for the concert featuring The Driver Era with special guest Almost Monday.,sidebar
S23,https://drive.google.com/file/d/1Ln-xo-uCtH5wXdpTvcigtMLVr07js-ap/view?usp=drivesdk,Adobe Creative Cloud Offer,Creative Cloud Subscription,Adobe,Get a 46% discount on Creative Cloud.,bottom section
S23,https://drive.google.com/file/d/1DNnh9M0izn9q-v8vCz0MKDUvzTQgiF65/view?usp=drivesdk,THE DRIVER ERA X GIRLFRIEND TOUR,Concert tickets,The Driver Era,Tickets for the concert featuring The Driver Era with special guest Almost Monday on September 18 in Barcelona at Razzmatazz.,"banner, top of the page"
S23,https://drive.google.com/file/d/1LURoENy6y1hOiNoxUhn17CWk4wK5A2iR/view?usp=drivesdk,Adobe Creative Cloud Discount,Creative Cloud,Adobe,Get a 46% discount on Creative Cloud. Terms and conditions apply.,Banner at the bottom of the page
S23,https://drive.google.com/file/d/1NqHlfNk-c0s7Vqd-od0JS_OY17DagPu0/view?usp=drivesdk,Adobe Creative Cloud Discount,Creative Cloud Subscription,Adobe,Get a 46% discount on Creative Cloud.,Bottom section of the page
S23,https://drive.google.com/file/d/1NqHlfNk-c0s7Vqd-od0JS_OY17DagPu0/view?usp=drivesdk,Adobe Creative Cloud Discount,Creative Cloud Subscription,Adobe,Get a 46% discount on Creative Cloud.,Bottom section of the page
S23,https://drive.google.com/file/d/18Fwps7RCkSnzn3ZDdjSzakHTOpF7vD6N/view?usp=drivesdk,Adobe Creative Cloud,Creative Cloud,Adobe,Get a discount of 46% on Creative Cloud.,bottom section
S23,https://drive.google.com/file/d/1R6Zdy0wheiRx-uEMHI6sOCBHbybZMxtJ/view?usp=drivesdk,THE DRIVER ERA X GIRLFRIEND TOUR,Concert,The Driver Era,"A concert tour featuring Rocky and Ross Lynch with special guest Almost Monday, taking place on September 18 in Barcelona at Razzmatazz 1.",Banner at the top section of the page
S23,https://drive.google.com/file/d/1R6Zdy0wheiRx-uEMHI6sOCBHbybZMxtJ/view?usp=drivesdk,Adobe Creative Cloud,Software Subscription,Adobe,Students can save more than 35% on Creative Cloud subscriptions.,Bottom section of the page
S23,https://drive.google.com/file/d/19JQF6p-B6Wm0qDzbdUpW7bNKZCZXa_1i/view?usp=drivesdk,Adobe Discount,Adobe Creative Cloud,Adobe,Students save more than 35% on Creative Cloud.,bottom section
S23,https://drive.google.com/file/d/1hVZsTSaChn1y9h1zRCVOFWQNyeKH6Hpp/view?usp=drivesdk,Tesla Model Y,Car Rental,Mobility Service,"Rent the 2023 SUV of the year, Tesla Model Y, starting at 571€ per month.",Sidebar
S23,https://drive.google.com/file/d/1hVZsTSaChn1y9h1zRCVOFWQNyeKH6Hpp/view?usp=drivesdk,Adobe Creative Cloud,Creative Software,Adobe,Students save more than 35% on Creative Cloud. Terms apply.,Bottom
S23,https://drive.google.com/file/d/1eX-lQTn2oNQ4aJE904PmQacyLLQtlYWF/view?usp=drivesdk,Adobe Creative Cloud,Creative Cloud Subscription,Adobe,Students save more than 35% on Creative Cloud.,bottom
